TargetID,Color_Channel,Next_Base
cg01228636,Grn,C
cg01228667,Grn,C
cg01230160,Grn,C
cg01231779,Red,A
cg01234063,Grn,C
cg01234133,Red,A
cg01236137,Red,T
cg01237132,Red,T
cg01240931,Grn,C
cg01241375,Red,T
cg01241836,Grn,C
cg01242619,Grn,C
cg01243790,Red,T
cg01244871,Grn,C
cg01245595,Red,T
cg01245656,Grn,C
cg01246254,Grn,C
cg01246405,Grn,C
cg01248426,Red,T
cg01249910,Red,A
cg01251255,Grn,C
cg01252496,Grn,C
cg01253107,Red,T
cg01253545,Red,A
cg01254459,Red,T
cg01254505,Red,T
cg01255349,Grn,C
cg01255591,Grn,C
cg01257202,Red,T
cg01259619,Grn,C
cg01260219,Grn,C
cg01261503,Grn,C
cg01261535,Red,A
cg01262913,Grn,C
cg01263716,Grn,C
cg01264826,Grn,C
cg01265637,Grn,C
cg01267315,Red,T
cg01269048,Red,A
cg01269795,Red,A
cg01272601,Red,T
cg01273150,Red,T
cg01274324,Red,T
cg01274660,Red,T
cg01275830,Grn,C
cg01277844,Grn,C
cg01278291,Red,T
cg01278696,Grn,C
cg01280080,Grn,C
cg01281797,Grn,C
cg01281904,Red,T
cg01282074,Red,T
cg01282432,Grn,C
cg01283289,Grn,C
cg01284306,Red,T
cg01284619,Grn,C
cg01288067,Red,T
cg01288089,Red,A
cg01288598,Red,A
cg01289103,Red,T
cg01291404,Red,T
cg01292265,Grn,C
cg01293143,Red,T
cg01293647,Red,T
cg01294695,Grn,C
cg01294702,Grn,C
cg01295203,Red,T
cg01297972,Red,T
cg01299496,Red,T
cg01301664,Grn,C
cg01302245,Red,T
cg01305421,Grn,C
cg01305547,Red,A
cg01305625,Grn,C
cg01306510,Grn,C
cg01307730,Grn,C
cg01308501,Grn,C
cg01308601,Red,A
cg01309152,Grn,C
cg01309153,Grn,C
cg01309671,Grn,C
cg01311051,Red,T
cg01311285,Grn,C
cg01313514,Grn,C
cg01313949,Red,T
cg01313966,Grn,C
cg01316071,Red,T
cg01316516,Grn,C
cg01316789,Grn,C
cg01316819,Red,A
cg01318557,Grn,C
cg01320040,Grn,C
cg01320361,Red,T
cg01320507,Grn,C
cg01321151,Grn,C
cg01322079,Red,T
cg01322134,Grn,C
cg01322897,Grn,C
cg01324261,Grn,C
cg01325515,Red,A
cg01328164,Grn,C
cg01331554,Grn,C
cg01333011,Red,T
cg01333131,Red,T
cg01333619,Grn,C
cg01333788,Grn,C
cg01334437,Grn,C
cg01335367,Red,A
cg01337047,Red,T
cg01340005,Red,T
cg01342792,Grn,C
cg01343729,Red,A
cg01344171,Red,T
cg01344452,Red,T
cg01344518,Grn,C
cg01346152,Red,T
cg01346589,Grn,C
cg01346718,Grn,C
cg01347719,Red,T
cg01348086,Red,A
cg01348757,Grn,C
cg01350700,Red,T
cg01351032,Grn,C
cg01352108,Red,A
cg01352882,Grn,C
cg01353347,Grn,C
cg01353448,Grn,C
cg01354473,Red,T
cg01355520,Grn,C
cg01355739,Grn,C
cg01356829,Grn,C
cg01357116,Grn,C
cg01357263,Grn,C
cg01359534,Red,A
cg01360325,Grn,C
cg01360768,Grn,C
cg01361446,Red,T
cg01361777,Grn,C
cg01362183,Red,A
cg01366407,Grn,C
cg01366419,Grn,C
cg01367992,Red,T
cg01369413,Grn,C
cg01369850,Grn,C
cg01369981,Red,T
cg01371258,Grn,C
cg01371477,Red,T
cg01372605,Grn,C
cg01372689,Red,A
cg01373706,Grn,C
cg01374047,Grn,C
cg01375871,Red,T
cg01375994,Grn,C
cg01376672,Grn,C
cg01377755,Grn,C
cg01377911,Red,A
cg01381846,Red,T
cg01382363,Red,T
cg01385430,Grn,C
cg01386493,Grn,C
cg01389761,Red,T
cg01390445,Red,A
cg01395672,Grn,C
cg01399317,Grn,C
cg01400401,Red,A
cg01401337,Grn,C
cg01401376,Grn,C
cg01402045,Red,A
cg01402255,Red,T
cg01403114,Red,T
cg01404197,Grn,C
cg01404615,Grn,C
cg01405107,Red,T
cg01405761,Red,T
cg01407244,Red,A
cg01407341,Red,A
cg01407797,Grn,C
cg01408383,Grn,C
cg01408558,Grn,C
cg01409734,Grn,C
cg01410472,Grn,C
cg01411954,Grn,C
cg01412445,Grn,C
cg01413314,Grn,C
cg01413516,Grn,C
cg01414934,Red,T
cg01416012,Grn,C
cg01418124,Grn,C
cg01419479,Red,A
cg01419675,Red,A
cg01419679,Red,T
cg01419788,Grn,C
cg01420388,Red,T
cg01421985,Grn,C
cg01422136,Grn,C
cg01422337,Grn,C
cg01423840,Red,A
cg01424107,Red,T
cg01425405,Grn,C
cg01425670,Grn,C
cg01426743,Grn,C
cg01427567,Red,A
cg01428361,Grn,C
cg01428678,Grn,C
cg01429181,Red,T
cg01429321,Red,T
cg01429391,Red,T
cg01429996,Grn,C
cg01430430,Red,T
cg01430807,Grn,C
cg01431114,Grn,C
cg01432087,Red,T
cg01437411,Red,A
cg01438829,Grn,C
cg01439669,Grn,C
cg01439983,Grn,C
cg01441777,Red,T
cg01442426,Grn,C
cg01442481,Grn,C
cg01442799,Grn,C
cg01442833,Grn,C
cg01443067,Red,T
cg01443452,Grn,C
cg01443630,Grn,C
cg01446393,Red,T
cg01446692,Red,T
cg01446983,Grn,C
cg01447420,Grn,C
cg01447498,Red,T
cg01447817,Grn,C
cg01449415,Grn,C
cg01449591,Grn,C
cg01450842,Red,A
cg01454004,Grn,C
cg01454134,Red,T
cg01457080,Red,T
cg01457622,Grn,C
cg01457653,Red,T
cg01459162,Grn,C
cg01459453,Grn,C
cg01459955,Red,A
cg01460479,Grn,C
cg01461641,Red,T
cg01462829,Red,T
cg01462904,Grn,C
cg01464985,Red,A
cg01465325,Grn,C
cg01465620,Grn,C
cg01465641,Red,T
cg01466020,Grn,C
cg01466075,Grn,C
cg01468621,Red,T
cg01468868,Grn,C
cg01469547,Grn,C
cg01470283,Grn,C
cg01471384,Grn,C
cg01471713,Grn,C
cg01472101,Red,T
cg01473816,Grn,C
cg01474260,Red,T
cg01476044,Red,T
cg01478450,Red,T
cg01479232,Red,T
cg01481441,Grn,C
cg01481976,Grn,C
cg01482279,Red,A
cg01483882,Red,T
cg01484156,Red,T
cg01485645,Grn,C
cg01485797,Red,T
cg01485998,Grn,C
cg01488147,Grn,C
cg01489608,Grn,C
cg01490535,Grn,C
cg01491225,Red,T
cg01491540,Red,T
cg01492649,Red,T
cg01493303,Grn,C
cg01493517,Grn,C
cg01494593,Red,T
cg01494864,Red,T
cg01495509,Red,A
cg01497501,Grn,C
cg01497527,Red,A
cg01497576,Red,T
cg01498098,Red,A
cg01500097,Red,A
cg01500140,Grn,C
cg01500421,Grn,C
cg01500567,Grn,C
cg01505176,Grn,C
cg01505590,Red,A
cg01507173,Red,A
cg01508386,Grn,C
cg01510051,Grn,C
cg01511567,Grn,C
cg01512854,Grn,C
cg01513611,Red,T
cg01513661,Grn,C
cg01514487,Grn,C
cg01515426,Grn,C
cg01515887,Red,T
cg01517033,Red,T
cg01517728,Red,T
cg01519742,Red,A
cg01520924,Grn,C
cg01521624,Grn,C
cg01522194,Grn,C
cg01522721,Red,T
cg01522975,Red,T
cg01525376,Red,T
cg01526089,Red,T
cg01527212,Grn,C
cg01528948,Red,T
cg01530101,Red,A
cg01531431,Grn,C
cg01532080,Grn,C
cg01532103,Red,T
cg01532771,Grn,C
cg01533387,Grn,C
cg01535453,Grn,C
cg01536400,Grn,C
cg01536980,Red,T
cg01538982,Grn,C
cg01539186,Red,T
cg01541443,Red,T
cg01541629,Red,T
cg01543654,Grn,C
cg01545079,Grn,C
cg01545242,Grn,C
cg01546046,Red,T
cg01546430,Red,T
cg01546563,Grn,C
cg01549015,Red,A
cg01550148,Red,A
cg01555431,Grn,C
cg01556075,Red,T
cg01557297,Grn,C
cg01557667,Grn,C
cg01557989,Red,T
cg01558777,Red,A
cg01560871,Grn,C
cg01561916,Grn,C
cg01564343,Red,T
cg01565918,Red,T
cg01566170,Red,T
cg01566404,Grn,C
cg01567482,Red,T
cg01568335,Red,T
cg01568736,Red,T
cg01570086,Grn,C
cg01570769,Grn,C
cg01570885,Grn,C
cg01572266,Grn,C
cg01573562,Grn,C
cg01578324,Red,T
cg01578341,Grn,C
cg01579216,Red,A
cg01580044,Grn,C
cg01580568,Grn,C
cg01580681,Grn,C
cg01580888,Grn,C
cg01581111,Red,A
cg01584473,Grn,C
cg01585703,Grn,C
cg01585758,Red,A
cg01587454,Grn,C
cg01589580,Grn,C
cg01592593,Grn,C
cg01593190,Red,T
cg01593385,Red,A
cg01593886,Red,T
cg01594214,Red,A
cg01594262,Grn,C
cg01594915,Red,A
cg01598046,Grn,C
cg01598642,Grn,C
cg01599709,Grn,C
cg01600189,Grn,C
cg01600782,Grn,C
cg01601573,Grn,C
cg01602416,Red,T
cg01602430,Red,T
cg01602596,Red,T
cg01603095,Red,A
cg01605517,Grn,C
cg01605783,Grn,C
cg01605984,Grn,C
cg01606998,Grn,C
cg01607495,Grn,C
cg01610240,Red,A
cg01610488,Grn,C
cg01611640,Grn,C
cg01612158,Red,T
cg01614759,Red,T
cg01615080,Red,A
cg01615704,Grn,C
cg01617750,Grn,C
cg01618083,Red,T
cg01618304,Red,T
cg01618660,Grn,C
cg01618851,Red,T
cg01620308,Grn,C
cg01620569,Red,T
cg01620785,Red,T
cg01623187,Red,T
cg01623438,Grn,C
cg01625242,Red,T
cg01626197,Grn,C
cg01626227,Red,T
cg01628253,Red,T
cg01628803,Red,A
cg01630869,Grn,C
cg01632517,Grn,C
cg01632825,Grn,C
cg01634119,Red,T
cg01635061,Red,A
cg01636591,Red,T
cg01637734,Grn,C
cg01638025,Grn,C
cg01638735,Grn,C
cg01639034,Grn,C
cg01639256,Red,T
cg01643284,Grn,C
cg01643580,Grn,C
cg01643624,Grn,C
cg01644850,Red,T
cg01646665,Red,T
cg01651364,Grn,C
cg01651593,Red,T
cg01651821,Grn,C
cg01653110,Grn,C
cg01653445,Grn,C
cg01654582,Red,T
cg01655123,Grn,C
cg01655341,Red,T
cg01655355,Red,T
cg01656216,Grn,C
cg01656470,Grn,C
cg01656750,Red,T
cg01656853,Red,A
cg01656955,Red,A
cg01657207,Grn,C
cg01657380,Red,T
cg01657408,Red,T
cg01657694,Grn,C
cg01658815,Red,T
cg01661993,Red,A
cg01662650,Grn,C
cg01663295,Red,A
cg01663469,Grn,C
cg01663570,Grn,C
cg01663968,Red,A
cg01664666,Grn,C
cg01665633,Grn,C
cg01667384,Grn,C
cg01667702,Red,T
cg01668126,Red,T
cg01668383,Grn,C
cg01668465,Red,T
cg01669948,Grn,C
cg01671575,Red,T
cg01671881,Red,T
cg01673583,Grn,C
cg01675895,Red,T
cg01677098,Grn,C
cg01677177,Grn,C
cg01678091,Grn,C
cg01678321,Red,T
cg01678893,Red,T
cg01679262,Red,T
cg01680762,Grn,C
cg01680823,Grn,C
cg01683883,Red,T
cg01684579,Red,A
cg01684901,Red,T
cg01685739,Red,T
cg01687051,Red,A
cg01687711,Red,T
cg01692572,Grn,C
cg01692815,Red,T
cg01693108,Grn,C
cg01693157,Grn,C
cg01693350,Grn,C
cg01697732,Red,T
cg01697865,Red,T
cg01699584,Red,T
cg01703884,Red,T
cg01704534,Red,T
cg01705458,Grn,C
cg01705587,Grn,C
cg01708236,Grn,C
cg01708964,Grn,C
cg01712016,Grn,C
cg01713938,Red,T
cg01714513,Red,T
cg01714932,Red,T
cg01716061,Red,A
cg01716083,Red,T
cg01717150,Grn,C
cg01717706,Red,A
cg01718139,Grn,C
cg01718365,Red,T
cg01718602,Grn,C
cg01720228,Red,T
cg01720520,Red,T
cg01722450,Red,T
cg01722994,Grn,C
cg01723464,Grn,C
cg01723747,Grn,C
cg01724150,Red,T
cg01725199,Grn,C
cg01726767,Red,T
cg01726775,Grn,C
cg01727899,Red,T
cg01729862,Red,T
cg01731341,Red,T
cg01731685,Red,T
cg01732037,Grn,C
cg01733599,Grn,C
cg01733783,Grn,C
cg01734338,Red,A
cg01735903,Red,A
cg01737507,Grn,C
cg01737532,Red,A
cg01738359,Grn,C
cg01738944,Grn,C
cg01739167,Grn,C
cg01739965,Grn,C
cg01743008,Grn,C
cg01743370,Grn,C
cg01745448,Grn,C
cg01745510,Grn,C
cg01745657,Red,T
cg01746088,Grn,C
cg01747191,Red,T
cg01747665,Red,T
cg01753375,Red,T
cg01753595,Grn,C
cg01753906,Red,T
cg01755369,Grn,C
cg01756060,Grn,C
cg01757745,Grn,C
cg01758870,Grn,C
cg01761409,Red,T
cg01762581,Grn,C
cg01765461,Grn,C
cg01765473,Red,T
cg01765641,Grn,C
cg01767116,Red,T
cg01769037,Grn,C
cg01770232,Grn,C
cg01770400,Grn,C
cg01772980,Red,A
cg01773061,Red,T
cg01773854,Red,A
cg01774645,Grn,C
cg01775265,Red,T
cg01775414,Grn,C
cg01776246,Red,T
cg01776396,Red,T
cg01777397,Grn,C
cg01780107,Grn,C
cg01780482,Grn,C
cg01781266,Grn,C
cg01782320,Grn,C
cg01782486,Grn,C
cg01782487,Red,T
cg01783386,Grn,C
cg01784199,Red,T
cg01785060,Red,T
cg01785339,Red,T
cg01785568,Red,T
cg01787047,Red,T
cg01788438,Grn,C
cg01789267,Red,A
cg01791232,Red,A
cg01794265,Grn,C
cg01794711,Red,A
cg01795122,Grn,C
cg01795161,Grn,C
cg01795697,Grn,C
cg01796223,Red,A
cg01796228,Red,T
cg01797043,Red,A
cg01797527,Red,T
cg01798443,Grn,C
cg01798589,Red,T
cg01800843,Red,T
cg01801174,Grn,C
cg01802635,Grn,C
cg01802653,Grn,C
cg01803059,Grn,C
cg01803238,Red,T
cg01803810,Grn,C
cg01804429,Grn,C
cg01804844,Red,T
cg01805282,Grn,C
cg01805540,Red,T
cg01805784,Grn,C
cg01806808,Grn,C
cg01806928,Grn,C
cg01808090,Grn,C
cg01808130,Red,T
cg01808508,Grn,C
cg01808706,Grn,C
cg01809579,Red,T
cg01813334,Grn,C
cg01813965,Red,T
cg01816336,Grn,C
cg01817029,Grn,C
cg01817393,Red,A
cg01818492,Grn,C
cg01819572,Red,T
cg01819863,Grn,C
cg01820374,Red,A
cg01820777,Red,T
cg01824804,Grn,C
cg01827098,Red,T
cg01830294,Red,T
cg01833398,Grn,C
cg01835489,Grn,C
cg01836044,Grn,C
cg01837574,Red,A
cg01837689,Red,T
cg01837719,Grn,C
cg01838317,Grn,C
cg01839464,Grn,C
cg01840268,Red,T
cg01843018,Red,T
cg01846065,Grn,C
cg01848594,Red,T
cg01849789,Grn,C
cg01851208,Grn,C
cg01851385,Grn,C
cg01851399,Grn,C
cg01852131,Grn,C
cg01852328,Grn,C
cg01853981,Grn,C
cg01856970,Grn,C
cg01856985,Grn,C
cg01857260,Red,T
cg01858173,Red,A
cg01860753,Red,A
cg01861509,Grn,C
cg01862366,Grn,C
cg01866162,Red,A
cg01866521,Grn,C
cg01868128,Grn,C
cg01868559,Red,T
cg01868782,Grn,C
cg01869233,Red,T
cg01870826,Red,T
cg01871963,Grn,C
cg01871995,Red,T
cg01872771,Red,T
cg01873645,Grn,C
cg01875775,Grn,C
cg01876612,Grn,C
cg01879488,Red,A
cg01880404,Red,T
cg01880569,Red,T
cg01881255,Grn,C
cg01882150,Grn,C
cg01882179,Grn,C
cg01883521,Grn,C
cg01883966,Red,A
cg01885202,Grn,C
cg01885635,Grn,C
cg01887353,Grn,C
cg01888166,Red,T
cg01888411,Grn,C
cg01888566,Red,A
cg01888601,Grn,C
cg01889448,Grn,C
cg01892528,Grn,C
cg01892689,Red,T
cg01892727,Red,T
cg01894895,Grn,C
cg01895214,Red,A
cg01897036,Red,T
cg01899253,Grn,C
cg01900048,Red,T
cg01900364,Red,T
cg01902747,Red,T
cg01906055,Grn,C
cg01906717,Red,T
cg01907837,Grn,C
cg01909245,Red,T
cg01909378,Red,T
cg01909487,Grn,C
cg01909833,Grn,C
cg01909921,Red,T
cg01910452,Red,T
cg01910481,Red,A
cg01911082,Red,T
cg01913908,Red,T
cg01914242,Grn,C
cg01917648,Red,T
cg01918706,Red,T
cg01918888,Grn,C
cg01919208,Grn,C
cg01919488,Grn,C
cg01920232,Grn,C
cg01920829,Red,A
cg01924619,Grn,C
cg01924993,Red,T
cg01926595,Red,A
cg01928902,Red,A
cg01929065,Grn,C
cg01929105,Grn,C
cg01930621,Grn,C
cg01931893,Red,T
cg01932215,Grn,C
cg01932459,Grn,C
cg01934790,Grn,C
cg01934797,Grn,C
cg01936124,Grn,C
cg01936270,Grn,C
cg01936555,Grn,C
cg01938354,Grn,C
cg01939428,Grn,C
cg01939443,Red,T
cg01939479,Red,T
cg01939597,Grn,C
cg01939681,Grn,C
cg01940867,Grn,C
cg01940974,Grn,C
cg01941619,Red,A
cg01942127,Red,T
cg01943185,Grn,C
cg01944444,Grn,C
cg01945391,Grn,C
cg01946401,Grn,C
cg01946574,Grn,C
cg01947224,Red,T
cg01951308,Grn,C
cg01952458,Red,T
cg01954353,Red,A
cg01956781,Grn,C
cg01957330,Grn,C
cg01958189,Red,A
cg01958916,Grn,C
cg01959004,Grn,C
cg01959848,Grn,C
cg01961936,Red,T
cg01962086,Red,T
cg01962826,Grn,C
cg01962969,Red,T
cg01963696,Red,T
cg01965939,Red,T
cg01966105,Grn,C
cg01966465,Red,T
cg01968178,Grn,C
cg01968530,Grn,C
cg01968793,Grn,C
cg01969748,Grn,C
cg01970325,Red,T
cg01971122,Grn,C
cg01975392,Grn,C
cg01979004,Red,T
cg01980222,Grn,C
cg01980637,Red,T
cg01982455,Grn,C
cg01982597,Red,T
cg01982833,Red,T
cg01985090,Grn,C
cg01985396,Grn,C
cg01985852,Grn,C
cg01986577,Red,T
cg01987509,Grn,C
cg01988129,Grn,C
cg01989224,Red,T
cg01990225,Red,T
cg01990304,Grn,C
cg01990334,Grn,C
cg01991150,Grn,C
cg01991383,Grn,C
cg01992081,Red,T
cg01993411,Grn,C
cg01993576,Grn,C
cg01994328,Grn,C
cg01994513,Grn,C
cg01994779,Grn,C
cg01995513,Grn,C
cg01997480,Red,T
cg01997953,Grn,C
cg01998146,Grn,C
cg01998682,Grn,C
cg01998785,Grn,C
cg01999333,Red,A
cg01999523,Red,T
cg01999787,Red,T
cg02000005,Grn,C
cg02001410,Red,A
cg02002676,Grn,C
cg02004156,Grn,C
cg02005336,Red,A
cg02005375,Grn,C
cg02005755,Red,T
cg02007463,Grn,C
cg02007844,Grn,C
cg02008154,Grn,C
cg02008169,Red,T
cg02008416,Grn,C
cg02008544,Grn,C
cg02009694,Grn,C
cg02010852,Red,T
cg02014107,Red,T
cg02016419,Grn,C
cg02017041,Red,A
cg02017109,Red,A
cg02017155,Red,T
cg02018101,Red,T
cg02019333,Grn,C
cg02020018,Grn,C
cg02021817,Red,T
cg02022375,Red,A
cg02025407,Grn,C
cg02026235,Grn,C
cg02027010,Grn,C
cg02028524,Grn,C
cg02029926,Grn,C
cg02032115,Grn,C
cg02032561,Grn,C
cg02033116,Grn,C
cg02034222,Red,T
cg02037013,Red,A
cg02039053,Grn,C
cg02039171,Red,A
cg02040734,Red,T
cg02043070,Grn,C
cg02043083,Grn,C
cg02043477,Grn,C
cg02044161,Grn,C
cg02044879,Grn,C
cg02045085,Grn,C
cg02046017,Red,T
cg02046340,Grn,C
cg02046532,Red,T
cg02047577,Grn,C
cg02049180,Grn,C
cg02053171,Grn,C
cg02055483,Red,T
cg02055963,Grn,C
cg02056135,Grn,C
cg02057157,Grn,C
cg02058918,Grn,C
cg02059813,Grn,C
cg02060618,Red,T
cg02060698,Grn,C
cg02060988,Red,T
cg02061229,Red,T
cg02062650,Red,T
cg02064106,Grn,C
cg02064402,Grn,C
cg02065387,Red,A
cg02065795,Red,T
cg02066681,Grn,C
cg02066887,Red,T
cg02067021,Red,T
cg02068676,Grn,C
cg02071074,Grn,C
cg02071305,Grn,C
cg02071439,Grn,C
cg02075593,Red,A
cg02077702,Grn,C
cg02077793,Grn,C
cg02078356,Red,T
cg02082342,Grn,C
cg02082571,Red,T
cg02084087,Grn,C
cg02085507,Red,T
cg02087637,Red,T
cg02089348,Grn,C
cg02090283,Grn,C
cg02091100,Red,T
cg02092466,Grn,C
cg02092706,Grn,C
cg02094237,Grn,C
cg02096520,Grn,C
cg02096633,Red,T
cg02096656,Red,A
cg02097420,Red,T
cg02097636,Grn,C
cg02099418,Red,A
cg02100629,Grn,C
cg02100828,Grn,C
cg02100848,Red,A
cg02101486,Red,A
cg02102644,Grn,C
cg02103294,Grn,C
cg02104644,Red,A
cg02105034,Red,A
cg02105377,Grn,C
cg02105856,Red,T
cg02110963,Red,T
cg02111587,Grn,C
cg02113971,Grn,C
cg02114786,Grn,C
cg02115041,Red,A
cg02117021,Grn,C
cg02119229,Grn,C
cg02119982,Grn,C
cg02121427,Red,T
cg02121943,Grn,C
cg02123547,Grn,C
cg02124291,Grn,C
cg02125271,Grn,C
cg02126424,Grn,C
cg02126638,Red,T
cg02126753,Grn,C
cg02128567,Grn,C
cg02130905,Grn,C
cg02131399,Grn,C
cg02131853,Red,A
cg02131967,Grn,C
cg02131995,Red,T
cg02132188,Grn,C
cg02136132,Red,T
cg02141570,Grn,C
cg02141675,Grn,C
cg02142461,Red,T
cg02144298,Grn,C
cg02144933,Red,T
cg02147791,Red,T
cg02148642,Red,T
cg02148711,Red,T
cg02148834,Red,T
cg02149446,Red,T
cg02150709,Grn,C
cg02150910,Red,T
cg02151301,Red,T
cg02153528,Red,T
cg02153871,Red,T
cg02154074,Grn,C
cg02154186,Grn,C
cg02154956,Grn,C
cg02157083,Grn,C
cg02157306,Grn,C
cg02159896,Red,T
cg02160826,Grn,C
cg02161046,Grn,C
cg02161900,Grn,C
cg02162069,Red,A
cg02162412,Red,T
cg02162950,Red,T
cg02163937,Grn,C
cg02164046,Grn,C
cg02164386,Grn,C
cg02164442,Red,T
cg02165720,Grn,C
cg02166313,Grn,C
cg02166532,Grn,C
cg02168291,Red,T
cg02169098,Grn,C
cg02169430,Red,A
cg02169446,Grn,C
cg02170525,Grn,C
cg02171008,Grn,C
cg02171545,Red,A
cg02173484,Grn,C
cg02175035,Grn,C
cg02175308,Red,A
cg02178774,Grn,C
cg02178898,Red,T
cg02181494,Grn,C
cg02181506,Grn,C
cg02182354,Grn,C
cg02184413,Red,T
cg02186298,Red,A
cg02186948,Red,T
cg02186966,Grn,C
cg02187357,Grn,C
cg02187914,Red,T
cg02189785,Grn,C
cg02192520,Red,T
cg02192855,Grn,C
cg02192965,Red,T
cg02194211,Grn,C
cg02194878,Grn,C
cg02196655,Red,T
cg02196730,Red,T
cg02196805,Grn,C
cg02197293,Grn,C
cg02198044,Grn,C
cg02198582,Red,A
cg02200132,Red,T
cg02200584,Grn,C
cg02201963,Grn,C
cg02202484,Red,T
cg02204046,Grn,C
cg02205739,Grn,C
cg02205962,Red,T
cg02206259,Red,T
cg02207610,Grn,C
cg02210123,Grn,C
cg02210887,Red,T
cg02212280,Red,A
cg02212737,Grn,C
cg02212836,Grn,C
cg02213716,Red,T
cg02214188,Grn,C
cg02215538,Grn,C
cg02216250,Red,T
cg02217159,Grn,C
cg02217814,Grn,C
cg02218214,Red,T
cg02218260,Grn,C
cg02218324,Grn,C
cg02222362,Red,A
cg02224164,Red,T
cg02224920,Grn,C
cg02225847,Grn,C
cg02226697,Grn,C
cg02226871,Red,T
cg02226939,Red,T
cg02227605,Red,T
cg02228185,Grn,C
cg02229516,Grn,C
cg02229946,Red,T
cg02232922,Red,T
cg02233558,Grn,C
cg02233559,Grn,C
cg02235880,Red,A
cg02237119,Grn,C
cg02237186,Grn,C
cg02238504,Red,T
cg02238747,Red,T
cg02238826,Grn,C
cg02239021,Grn,C
cg02239082,Grn,C
cg02240226,Grn,C
cg02240622,Grn,C
cg02241259,Grn,C
cg02241586,Grn,C
cg02244695,Red,A
cg02245378,Grn,C
cg02245418,Grn,C
cg02246665,Red,T
cg02246968,Grn,C
cg02247582,Red,T
cg02248486,Grn,C
cg02248540,Grn,C
cg02250594,Grn,C
cg02250787,Grn,C
cg02250992,Red,T
cg02251134,Red,T
cg02252907,Grn,C
cg02252918,Red,T
cg02254407,Grn,C
cg02254461,Red,T
cg02254649,Grn,C
cg02255004,Grn,C
cg02255609,Grn,C
cg02255732,Red,T
cg02257405,Grn,C
cg02257681,Grn,C
cg02259997,Grn,C
cg02260587,Grn,C
cg02261346,Red,T
cg02264284,Red,T
cg02265318,Grn,C
cg02266731,Grn,C
cg02268424,Grn,C
cg02269221,Grn,C
cg02271621,Grn,C
cg02273078,Red,T
cg02273392,Grn,C
cg02273788,Red,T
cg02274362,Grn,C
cg02275294,Red,T
cg02275359,Grn,C
cg02275830,Grn,C
cg02275989,Grn,C
cg02276665,Red,T
cg02276686,Red,T
cg02276793,Red,T
cg02277509,Red,T
cg02278071,Red,T
cg02278165,Grn,C
cg02279071,Grn,C
cg02280309,Red,T
cg02282237,Grn,C
cg02283643,Red,T
cg02284188,Red,A
cg02284889,Red,A
cg02285477,Grn,C
cg02286642,Grn,C
cg02286990,Red,A
cg02288165,Red,T
cg02290509,Grn,C
cg02292024,Grn,C
cg02293044,Grn,C
cg02296128,Grn,C
cg02298008,Grn,C
cg02298570,Grn,C
cg02298612,Grn,C
cg02299279,Grn,C
cg02299653,Grn,C
cg02300906,Red,T
cg02301754,Grn,C
cg02301815,Grn,C
cg02303361,Red,T
cg02304930,Grn,C
cg02305261,Red,A
cg02305723,Red,A
cg02307482,Red,T
cg02309273,Grn,C
cg02309431,Grn,C
cg02309594,Red,T
cg02310296,Red,A
cg02311163,Red,A
cg02312170,Grn,C
cg02312751,Grn,C
cg02314308,Grn,C
cg02316718,Grn,C
cg02317742,Grn,C
cg02317907,Grn,C
cg02318426,Grn,C
cg02318535,Red,T
cg02320454,Grn,C
cg02321871,Red,T
cg02322621,Grn,C
cg02322989,Grn,C
cg02323334,Red,T
cg02324920,Grn,C
cg02326006,Red,T
cg02326931,Red,T
cg02327719,Grn,C
cg02329886,Grn,C
cg02330106,Red,T
cg02331561,Grn,C
cg02332073,Red,T
cg02332492,Grn,C
cg02332525,Grn,C
cg02332537,Grn,C
cg02334775,Red,T
cg02335441,Grn,C
cg02335804,Grn,C
cg02336128,Grn,C
cg02337166,Red,T
cg02337447,Grn,C
cg02342494,Grn,C
cg02344078,Grn,C
cg02344201,Grn,C
cg02344238,Red,T
cg02345317,Grn,C
cg02347114,Red,T
cg02347487,Red,T
cg02351381,Grn,C
cg02352653,Red,T
cg02357714,Grn,C
cg02357725,Red,T
cg02358761,Red,T
cg02358804,Red,T
cg02360616,Grn,C
cg02360776,Grn,C
cg02360836,Grn,C
cg02361363,Grn,C
cg02361557,Grn,C
cg02364038,Red,T
cg02364642,Grn,C
cg02366059,Grn,C
cg02367472,Red,T
cg02367951,Red,T
cg02372712,Red,A
cg02374486,Grn,C
cg02376163,Grn,C
cg02376703,Grn,C
cg02377083,Red,T
cg02381948,Red,T
cg02382666,Red,T
cg02385474,Red,T
cg02385791,Red,T
cg02387613,Grn,C
cg02387679,Grn,C
cg02387854,Grn,C
cg02388150,Grn,C
cg02391387,Grn,C
cg02393447,Grn,C
cg02397514,Grn,C
cg02397720,Red,T
cg02398725,Grn,C
cg02399449,Red,T
cg02399455,Red,A
cg02400248,Red,T
cg02401149,Grn,C
cg02401978,Red,T
cg02403232,Grn,C
cg02404636,Red,T
cg02404843,Grn,C
cg02407785,Red,T
cg02409282,Grn,C
cg02409351,Grn,C
cg02412050,Grn,C
cg02413850,Grn,C
cg02415431,Red,T
cg02416716,Grn,C
cg02417264,Red,T
cg02417408,Grn,C
cg02420102,Grn,C
cg02421543,Red,A
cg02422627,Grn,C
cg02422694,Grn,C
cg02423618,Grn,C
cg02425732,Red,A
cg02426410,Grn,C
